index,youtube_id,comment,like_num,comment_date,labeling
71,userym7lq4uh9z,얼 그린색 진짜 오묘하고 너무 예쁜거같아요 속옷이 패션이리는거 알고 늘 핏 예쁜속옷  잘 모아주지만 답답한 속옷 와이어 때문에 밥 배부르게 먹으면 항상 속이 답답하고  얹히는 느낌이 들고  가슴도  너무 부자연스럽게 모아주는 뽕브라 위주로 착용했는데  안에 패드 없이 저렇게 크로스 햄패널로 되어있는 브라는 처음 접해서 신기하기도 하구 착용해보고 싶은 마음이 너무  호기심을 자극하는거같아요!!!! ,1,3주 전,1
72,saylover0428,와..7번째 룩은 저러케 하고 바프 찍을래 나 정해써어!! 샌언니 체고야요..  라이트 멜란지 미쳐떠요.. 가슴 모아짐을 중요하게 생각하는 절벽슨이라 항상 불편해도 그냥 입었는데 휠라 제품 굉장히 궁금하네욤 쿠폰 써서 우선 결제 다들 갈겨~!,2,3주 전,1
73,userhn5di8dz1p,노팬츠룩도 샌언니스럽게 소화한 거 보구 감탄했어욜 ?? 매일매일 새로워용!! 라이트멜란지 갖고싶어용 ㅎㅎ,1,3주 전,1
74,SONto4ip,안녕하새은 Saeeun님 여름 데일리 룩북이 너무 잘 어울리시네요.,2,3주 전,1
75,Lsemmmmmmm1,그레이색???????? 샌언니 넘 핫해서 그레이색 제일 잘 어울려용 이너로 휘뚜루마뚜루 큐티섹시 느낌으로다가 입기 좋을거 같네요 !!!! 스포트 소재의 브라라서 그런지 땀 많은 저두 충분히 입을 수 있을거 같아요,0,3주 전,1
76,usertw5rl7sn8n,"Look2 ! Earl green 색감 넘 이뻐요 . ,, ",0,3주 전,1
77,hkbanzzak,와 웅니 저 노팬츠룩 코디 보구 완전 멋지고 섹쉬해서 놀랬어요! 속옷이 예쁘니까 더 멋져보이는 코디..? 저는 휠라 아웃핏 시즈널 브라탑 라이트 멜란지 컬러가 가장 맘에 들었어용 런닝형 브라탑이 편하기도 하고 부담스럽지 않게 여기저기 이너로 매치하기 좋은 디자인이라서 손이 많이 가더라구요?,1,3주 전(수정됨),1
78,ub1n2,"로즈핑크 색이 마음에 듭니다 ! 
항상 무채색 계열이나 거의 스킨톤만 입는데 이번 제품보고 색감이 있는 계열의 속옷도 도전해보고싶다는 마음이 들었어요 ! 그 중 눈에 들어온건 로즈핑크 ! 
핑크색 계열의 속옷을 착용해보고싶던 소망이 있어 조심스레 저 색으로 !!! 
소개만으로도 좋은제품 잘 보고 가는데 구독자들을 위한 이런 이벤트까지감사드려요 ! 항상 유튜브 인스타 다 잘보고있고 도움 많이 받아요 !! ♡ 저도 패션을 중요시 생각하고 좋아해서 여러 유튜브 인스타 자주 찾아보는데 그 중 새은언니 스타일이 제가 좋아하는 무드랑 비슷해서 자주 보고 있고 너무 좋아해요 ㅎㅎ 그런 언니께서 이런 이벤트라 .. 너무 감사합니다 만약 당첨될시 너무너무 잘 착용할 수 있을거같고 입소문도 팡팡 ! 항상 감사합니다 ?",0,3주 전(수정됨),1
79,usertc6yd9bn3j,진짜 난 언니의 요즘 무드가 너무 예뿌다 실버베이지너므 찰떡이다뮤ㅜㅜ,1,3주 전,1
80,userfk9cr5yq7z,Look5-속옷은 무조건 편해야하는데 너무 편해보이구 핏도 이뻐요 제 피부도 한민감예민한 피부인데 휠라속옷 한번 경험해보고싶어용??,0,3주 전,1
81,userpp7ub3ry9t,"아웃핏 시즈널 노와이어브라 퍼플색상 너무 예뻐요 ..요새 진짜 휠라 열일해서 너무 좋아요 퍼플색상입으니까 진짜 저세상 요정 여신같으세요,,??소화기간이 안좋은편이라 와이어있는 브라는 착용 절대 못해서 항상 스포츠브라입는데 이렇게 노와이어에 파스텔색상에 예쁜 속옷은 정말 처음 봐요.. 속옷에 욕심이 없었다가 이십대후반이 될수록 옷도 중요하지만 그만큼 속옷도 중요하고 남자친구도 사귀고 직업상 옷을 공동탈의실에서 갈아입어야해서 속옷이 많이 신경쓰이더라구요 ㅠㅠ진작 많이 안샀던 내자신 바부.. 노와이어 브라중에서 새은님이 입으신 브라가젤 예뻐요 증말 ,,항상 새은님은 확실한 제품들만 들고와주셔소 믿고 보고 믿고 사요 ,,티엠아이지만 얼마전 이사를 해서 새은님 집인테리어 바꾸시는거 보구 조명이 너무 예뻐서 구매했어요 크크 .. 이렇게 소개해주신것도 감사한데 구독자들을 위해서 이벤트까지 열어주셔서 넘 감사해요 날씨 너무 더운데 더위꼭조심하시구 여름 독감도 조심하셔야해요..!!뭐니뭐니해도 건강이 최고예요 항상 영상 감사하고 오래오래 함께 해요늘 응원하구 싸랑합니댜",1,3주 전,1
82,0919jw,"노와이어인데 이렇게 색감 예뻐도 될까여?! 퍼스널 컬러 받구 마침 파스텔톤이 잘 받는다구 추천 받았는데,,!!
완전 편하구 핏이 예뻐보여요 ㅎㅎㅎ 이렇게 속옷으로 코디를 할 수 있다니 새은언니 코디 보고 바아로 입어보고 싶어졌어요 ㅎㅎㅎ
그레이시 퍼플
부끄럽다고만 생각했는데 언니 설명 들어보니 완젼 쏘옥 빠져버렸어여,,,
우리 속옷도 코디의 완성이자나여,,,? 파스텔톤 모두 모두 쟁여둬야 겠어염????",2,3주 전,1
83,minvvv,"요즘 날씨 너무 덥잖아요.. 진짜 지금이야말로 속옷을 벗어던지고 싶은 날씨가 아닐까 싶어요 요즘 제 고민이 날씨도 더운데 속옷까지 답답해서 너무 불편한 하루하루를 보내고 있습니다???? 이 영상이 저를 기다렸다는 마냥 제 친구가 이미 입이 닳도록 아웃핏 브라탑을 추천을 해줘서 알았는데요! 솔직히 속옷은 외관으로 보이지 않으니까 저렴한거 위주로 지금까지 생활했왔거든요.. 왜 제가 지금까지 속옷때문에 힘들어했고 불편했는지 알 수 있게 된 영상이였어요. 10분짜리 영상을 통해서 휠라의 신상품이라는 명목 이외에도 좋은 속옷이 어떤거라는 걸 명확히 보여준 영상이였던 것 같아요! 항상 좋은 영상과 이벤트 감사하게 생각하고 있습니다 새은님??

아웃핏 브라탑은 디자인도 디자인이지만 제 친구가 말했던 통기성은 물론이고 터치감이 예술이라면서... 극찬했었는데 말로만 들었지 본 적은 없어서 관심이 없었는데 직접 보니까 속옷 이외에도 이너로 착용했을 때 너무 예쁜것같아요
특히 저는 저 LIGTH MELANGE 컬러가 너무 눈에 들어오네요?? 비침도 많이 없을 것 같고 제가 워낙 밝은 컬러의 제품을 좋아해서 그런가봐요오~ 
팬티는 진짜 거기서 거기라고 생각했는데 제가 찾던 게 바로 헴라인이였어요..! 엉덩이는 감싸주면서 라인이 안 비치는 베이직한 드로즈 팬티가 영상으로 봐도 알 수 있는 부드럽고 탄력있는 제품인것같아요 꼭 사용해보고싶네요",0,3주 전,1
84,kikigg1cu,드디어언니다.. 나 진짜 언니 영상밖에 안 바.. 그 말은 보고또보고또보고또또보고언니기다린다는뜻이야 나의천사,1,3주 전,1
85,kokomo0115,룩 5 차콜그레잉  언니언니 ㅠㅠㅠ내 최애 유튜버 샌언니가 추천하는더면 그냥 최고징 ㅠㅠㅠ????,0,3주 전,1
86,userqe6sp8ud4t,새은님 룩북이 너무 예뻐요,0,3주 전,1
87,usermo2rw2ed7g,저 브라 바꿀 때 돼서 여기저기 보고 있었는데 그것도 노 와이어로!! 계속 맘에 드는 게 없었는데 샌언니의 브라 추천 영상 떴길래 봤는데 제가 딱 원하는 브라(?)에요!! 노 와이어인데 잘 모아주면서 잘 잡아주고 와이어 들어간 브라 느낌 나고 색감도 너무 잘 빠졌지?? 그냥 제 맘을 휘어잡았어요 휠라 언더웨어는 처음인데 이번 기회에 사야겠어요!! 진짜 첨에 딱 봤을 때 와이어 브라인 줄 알았는데 아니어서 깜짝 놀랐다는 거..ㅎㅎ 이번 영상 보고 느낀 게 속옷에 따라 옷 핏이 달라진 다는 걸 알았어요 그리고 샌언니가 입고 찐 후기 말해줘서 더 믿음이 가요,0,3주 전,1
88,IDve4sc,근데 속옷도 속옷인데 언니 진짜 몸매 지리네요 속옷 중에 이런 색감에 모아주고 편한거 찾기힘든데 언니 땜에 사야겟으요 진짜루,0,3주 전,1
89,everyeah,"??[ILA OUTFIT SEASONAL BRATOP light melange]??
크.. 언더웨어는 진짜 삶의 질과 영향이 있는 것 같아요!! 일단 언더웨어는 편하면서 아웃핏이 굉장히 중요하더라구요!!
휠라 언더웨어는 워낙 유명하잔하요!!?? 우와!! 소재부터 착용감 스타일리시함까지 갖춘 언더웨어가 새로 출시되었다니 폼 미쳤네요!!
대박!! 언니가 입으신거 보고 너무 예뻐서 반했어요!! 
뽕이 없는데 이렇게 자연스럽게 모이는거 뭐죠?? 대박이네요!!
이너와 룩북과의 콜라보가 너무 좋은 것 같아요!! 스타일리쉬하면서 보는 재미가 있는 영상이네요!!
요즘 브라탑이 유명이잖아요!! 저도 브라탑 너무 사랑하는데 휠라 브라탑 너무 좋아보여요!! 특히 몰드부착형 런닝형 브라탑이라는게 큰 장점이네요!! 그리구 뒤에 u라인으로 되어있어서 입고 벗기에 편리함까지 갖췄다니!! 게다가 환경을 위한 지속가능 소재로 만들어졌다니!! 진짜 없는게 없는 브라탑 처음봤어요!!
뿐만 아니라 통기성이 잘되는거 더운 여름에 중요하죠!!  텐셜모달로 부드럽기까지 하니 단점이 1도 없네요!! 저도 피부가 예민해서 옷의 태그를 다 떼고 입는 편인데 이건 너무 편하게 피부가 아프지 않게 입을 수 있어서 더더더더 좋아요!!
새은님의 스타일링 팁까지 알게 되어서 너무 뜻깊은 영상이였어요!! 저도 이번기회에 휠라의 언더웨어를 입어보고 정착하고 싶네요!!",1,3주 전(수정됨),1
90,useryj1cj5jy4h,"?LOOK6?
패션으로 코디할거면 이정도는 되야쥬 ..ㅎㅎ 
휠라 속옷 한번도 입어본 적 없는데 당첨되면 이쁘게 코디해서 입어볼게요 !",0,3주 전,1
91,userjz5tw4dp5o,"Look 3 그레이시퍼플 
속옷중엔 다 어두운 검정컬러밖에없는데 
이번 휠라제품은 너무 색도 이쁘구 디자인두 이뻐서 옷이랑 매치해서 입구 사진찍고싶어용 ㅜㅜ 당첨 되고싶어여",0,3주 전,1
92,useryj1xd7mj3p,남자친규가 좋아하는 그레이시 퍼플 갖고싶어용저는 타이트한 옷을 자주 입는 편이라 가슴을 잘 모아주는 속옷을 1순위로 선택하는데 요즘 들어서 소화도 잘 안 되고 장이랑 위가 자주 아프다보니까 타이트한 속옷도 몸에 안 좋을 것 같아서  최근들어서는 입었을 때 편하면서도 아직은 모아주는걸 포기못해서ㅋㅋ 두가지를 충족하는 속옷을 찾으면서 이것저것 사봤는데 아직까지 정착을 못했습니다..ㅠㅠ 휠라 속옷 제가 원하는 이 두가지가 충족되는 것만으로 선택 안 할 이유가 없는데 소재도 좋고 스타일리시하게 입을 수 있게 나와서 기대가 됩니다!! 흉통은 조이지않는데 볼륨업이라니 완전 제스타일..,1,3주 전,1
93,usernx9nu7hz4t,"라이트멜란지 
입고싶어요!! 노와이어브라 입고싶은데 도전할 때마다 잘안모아져서 불편해도 와이어 입게 되더라구요ㅜㅜ 색깔도 제가 좋아하는 파스텔톤들이라 한번 도전해봐야겠어요??",1,3주 전,1
94,useryf2zi1vu4b,멋있어요,0,3주 전,1
95,dasolyoon5538,로즈핑크 섹시큐티 다 하는데요?! 그리고 새은님한테 핑크색??의 선물을 받으면 기분 좋을거같아요 휠라 이번 시즌에 팬티 라인이 안 보이고 편하게 만든게 미친포인트인 것 같은데 정말 편안해보이고 예뻐요,0,3주 전(수정됨),1
96,userwr5cb9ms4k,헙 샌님 왜 더 이뻐지셧죠 … 요튼 휠라 브라자 바로 지르러 갑미다,0,3주 전,1
97,loveyouguys1998,당장 사야겠어요.,0,3주 전,1
98,andamirophoto,넘넘넘넘넘넘넘넘넘 이뿜뿜,0,3주 전,1
99,edddeeeennnn2395,혹시 같이 착용하신 착장정보들도 올려주실 수있을까요오??,0,3주 전,1
101,usercz8my6rc1e,진짜 언니 너무 이뻐욤 카모 바지 어디꺼인데 알려주실 수 있나염?,0,3주 전,1
102,Eeenn,아뉘 언니!!!! 저 자라꺼 데님팬츠 브라운색상은 아직 온라인에 안나왓는데 매장가서 구매하신건가요…???!!!!!,0,3주 전,1
103,userof3yd7be4t,갓빈클라인,0,3주 전,1
106,stingermk5jq,배꼽 어떻게 되나요?,1,3주 전,0
107,userun1hb6vg4z,저주세요,0,3주 전,1
