comment,label
"와 저는 하얀피부 좋아하는데 태닝했는데도 넘넘 예쁘세요 ㄷㄷ 
언니 화장 지우실때 나린플라 수분젤클렌징 꼭 써보세요!! 약산성인데 클렌징이 잘되서 진짜 신기해요~~ 수분베이스여서 유화과정 필요없어가지구 쓰기 넘 편해요",1
요즘 더 더 예뻐지신거 같아요 늘 응원해요!,1
와우 핫걸 ,1
난 늘 헤어 영상도 기다려  언니...........,1
젤라님 메이크업이 너무 예뻐요,1
언니ㅠㅠ 결국 렌즈 각각 다르게 끼고 찍은거 백치미♡,1
진짜 게임캐릭터 같아요..항상 감탄하며 보는..처음 댓글 다네요 항상 잘 보고 있습니다!,1
"핫걸 이즈 마인,,,??",1
젤라님..! 혹시 목걸이 정보 알 수 있을까요..!,1
팜므파탈,1
와 ……언니 몇 년 전부터 봤지만 너무 오랜만에 봤나 출산 영상이 기억에 남다가 많이 성장한 아이보며 너무 신기함을 느끼며?미모가 아직도 애엄마라는 타이틀이 어색할 정도에요 !!! 더 더욱 존경 합니다.,1
"로아젤라 조합 너무 완벽해 
꾸끼 세상 너무 귀여워",1
오아 넘 귀엽따..수영복입은거 진짜 넘 귀여워여ㅋㅋㅋㅋㅋ애기가 계속 머리도 바뀌구 잘 논다는건...엄마는 살짜쿵 하나도 힘든 여행일 것 같아여ㅋㅋㅋ뱅기에서 아팠다고해서 걱정했는데ㅠ_ㅠ잘 다녀와서 다행이에용!!!?,1
와 오랜만에 보는데 아기가 정말 많이 컸네요 대박 완전귀여워요,1
우리 오아 공듀님은 텐션이 좋지 않아서 고생하구 우리 언니는 로아 아픈 거 지켜보며 맘고생하구ㅜㅠㅠㅠ 오아랑 언니한테는 그래도 꽤나 그래도 잼나는 여행이었던 거 같아서 다행이다??,1
젤라님 미소지을때마다 너무 예쁘네요^^ 행복해보여서 보는 저도 즐거워져요,1
"젤라언니 이번 영상보면서 새삼 애기 키우는게 아무나 하는게 아니구나,, 싶고 ㅜㅠ 언니 멋지다!!! 힐링 영상 감사해요 ㅎㅎ",1
"오아 너무 귀여워
그나저나 혁님은 어디 가셨나용 요즘 유튜브나 인스타에서도 안보이시네요ㅠㅠ",1
저는 모레 태국에 가요ㅋㅋㅋㅋㅋㅋㅋ다음 여행지는 푸켓이다...우리 오아 양갈래 똥머리 한거 진짜 사랑스러운 공주님이네 언제 이르케 컸어.......아 전 은서예요 언니...닉네임을 바꾼..은서...,1
으아~~ 오늘 패드 주문했는데 너머 기대대용??,1
와 그냥 편하게 공항걷는 모습인데 허리라인 미쳤다.....와...,1
수영복 정보 궁금해욥,1
젤라님 영상을 재미있게 볼게요,1
21:18 에 언니 수영복 정보 궁금해여??,1
시간 참 빠르다.. 젤라님 뱃속에 있을때가 엊그제 같은데 벌써 다섯 살 꼬마숙녀가 돼서 엄마랑  예쁘게 스냅도 찍네ㅠㅠㅠㅠ 예쁘고 건강하게 커 로아야,1
로아 진짜 너무 잘한다 이런 컨셉 이렇게 잘 소화하는 모녀 없을듯…!??,1
"로아 참 이쁘게 잘 컸구...
근데 젤라님 진짜 우아하고 아름다우시다 ",1
와 결과만큼 과정도 아름답네요!! 모두 고생하셨어요,1
"우리 오아공주님이 벌써 다섯살이라니?????
오아야 앞으로도 오아는 예쁜추억 멋진추억 즐거운 추억으로 가득할거야???",1
역시 유전자는 속일 수 없네용 너무 이뿌게 잘나왔다ㅠㅠㅠ,1
젤라님이 되게 능숙하게 로아를 리드해주는 게 멋있어용!!!,1
"오아랑 젤라언니 사진 찍는거만 봐도 시간가는지 모르겠는,, 넘 조타요",1
로아는 좋게따! 엄마가 너무 이쁘고 멋있어서!! 언니는 점점 더 이뻐지고 로아도 점점 더 이뻐지네요 ㅠㅠ 드레스가 어쩜 저리 잘 어울리는지 ! 이런저런 일로 영상을 계속 못보다가 오랜만에 보는데 정말 기분이 너무 너무 좋아졌어여 항상 이쁘고 멋진 영상 올려주셔서 넘무 감사해여 항상 응원해요?,1
로아 너무 예뽀  매력봐 ,1
울 언니 너무 예쁜거 아니냐며 ㅜㅜ 완전 퀸 그 자체고 울 오아 날이갈수록 너무 예뻐지는것 같구 하루종일 촬영도 열심히 하는거 보니까 넘 기특하구 ㅜㅜ 오아 얼마나 더 예뻐질지 언니너무 긴장돼 ㅜㅜ !!!! 울 젤라언니두 오아두 넘넘 사랑해요,1
진짜 깜짝 놀랐따구요 너무 멋져서ㅠㅠㅠ,1
와... 진짜 다른집 아가들은 금방금방 크는 것 같아요,1
너무 예뻐요,1
로아 너무 예뻐 귀여워용ㅎㅎㅎㅎ,1
"영상소중하네요 예뻐여♡ 오아도 넘예뻐요 
영상보며 육태기 견뎌봅니다 ",1
우리 언니랑 로아 공듀님 완죠니 모델이셔? 기절이야~~~!~!~!! ????,1
벌써 5살이라구용..?? 신생아때가 엊그제 같은데 시간 빠르당..,1
젤라님 브이로그를 잘 볼게요,1
"파란 렌즈에 파란 비키니 잘 어울리는 톤 파괴자 동양인 실존,,,,,",1
너무 이뻐욤,1
젤라님 ㅠㅠㅠ??ㅠ??  진짜ㅠㅠ??ㅠ?? 요즘 제가 빠져있는 …! 모든걸 … 다 하고 계셔…! 요즘 워터프루프 메이크업도 엄청 이제 신경쓸시기가 되서 고ㅓㄴ심 엄청 갖구 있구… 특히 파랑색 옷들 … 거기다 물놀이..! 옷들 관심갖고 있는디…! 젤라님이 그걸  아주 찰떡같이 다 소화하시는데ㅜㅜㅜ 대박 ㅜㅜㅜ  영상  너무 잘봤구 진짜 너무 사랑해욤진짜 조녜…! 진짜…!인스타로 또 달려가욤…!,1
멋있어...,1
이언니 진짜 이쁘네;,1
아 진자 너무 이뻐요... 안니 비키니 정보 알 수 있을까요???? 메컵 영상 마니 올려주세요,1
비키니 정보 궁금해요!,1
"이렇게 메이크업 할 수 있는건~
금손만이 가능하겠지~~?!",1
"영화 예고편 한 편 뚝딱이다,,, 내 언젠가 꼭 팝업 또 열리면 가야지ㅠㅠㅠㅜ 소중한 울 언니 만나러ㅠㅠㅠ??",1
아 넘 예뻐요..!! 언니 따라 나도 팝업 가야지가야지,1
젤라님 성수동 리뷰 잘 볼게요,1
"언니.... 광고 없는 유튜브도 많이 올려주세요,,,,, 언니가 넘 조아서 그래.....",1
선착순 이벤트에 돼서 엄청 큰 크림 받았어요ㅠㅠㅠ 젤라 최고ㅠㅠ,1
이렇게 열시미 테스트도 하고 언니 갈아 넣어서 만들었는데 어떻게 안 사나요! 딱 고민이 있던 부분들만 쏙쏙 해결해주는 패드네요?!??!? 얼른 써보고 싶어요!,1
말해뭐해..... 눈 앞에 아른거리는데 이제야 구매하자나... 여름 턴오버 각질 관리 가즈아~~!!!!!,1
사은품 짱 많닼ㅋㅋㅋ 젤라님 믿구 구매완!!!,1
ㅋㅋㅋ언니가 열심히 설명해시는데 난 믿젤라기에 바로구매입니다!!,1
상의 정보좀요,1
선착순 어케알수있나요?,1
젤라님!!! 패드 구매하고 잘 쓰고 있는데용!! 오늘 이벤트 당첨 됐다고 밀리언즈에서 문자가 왔어요!!! 이거 진짜인가요~??? 문자 온 번호로 전화해도 안받으시고 ㅜㅜ 진짜인지 가짜인지  모르겟어요. 진짜면 대에박 인뎅 !!!!,1
"젤라님 저 지금
샀는뎈ㅋㅋㅋ그 증정품 받을 수 있는 500명안에 들었을까용????",1
전성분 알거 싶은데 내용이 없어서 아쉬워용 ㅠㅠ,0
로아이모 당장 구매해보러 갑니다~~~?,1
"핫하다 핫해?? 새벽까지 열일한 우리 언니 최고야,,, ??",1
"언니 인스타보고 나트랑 브이로그 엄청 기다럈아요 
여름휴가로 나트랑가요!!
언니 브이로그 보고 마음먼저 떠나요",1
젤라님 베트남 브이로그를 잘 볼게요.,1
다음에는 나도 베트남 가야지!!!! 얼마 전엔 필리핀 다녀왔고 좀 있다 태국 갈건데 같아 갈래요(?),1
이거 볼려고 아직 안잔거같다,1
둘다 귀엽고 예쁘고 다 해 ?? ( ?????o????? ) 담 게스트분도 너무 부럽워요,1
유경몬 렌즈 잘어울리시는데요 ㅠㅠㅠㅠㅠㅠ이뿌요 젤라님도 이뿌요!!!!!!!@@,1
메이크업이 너무 예뻐요,1
언니가 유경몬한테 하는 주접 = 내가 매번 언니 영상 보면서 마음으로 삼키는 말,1
두 분 이제 틱톡 데뷔할 일만 남았네요,1
나두 언니한테 메코비 받구싶따,1
와.. 예쁜 척(?) 영상 색감이 너무 이뻐서 빠져나오지 못하고 있음,1
언니 진짜 언니가 제 얼굴 메이크업 해준다 상상해보니 블러셔가 필요없겠어요. 수줍..부끄…(주접),1
렌즈 정보 궁금해요!,1
콧볼축소팁 퍼가요~,1
유경몬 메콥 너무 디즈니공쥬 그잡채(하뚜),1
렌즈 정보 좀 주세요 ㅠㅠㅠ,1
그래서 유경몬님 데뷔가 언제라구요??,1
유경몬.데뷔해조요.,1
제발제발제발제발 렌즈 정보 좀 알려주세요 ㅠㅠ,1
언니 패드만 기다리구이써욤 언제쯤볼수있을까용?,1
얼굴을 정면으로도 측면으로도 보여주시니 젤라언니 얼굴을 요리 조리 돌려서 보는 기분이라 참 좋습니다. ㄲㅑ호??,1
언니! 데이지크 초코퍼지 제품으로 메이크어부해주세요!!부탁드려요!,1
와 진짜 대박이에요 너무 써보고 싶네요..!!!!,1
대용량 젤은 어떻게 구매하셨나요?,1
진짜 궁금한 제품이었는데~~~,1
와...저 진짜 혹하네요 저렇게만 된다면 시술보다 이거 쓰는게 좋겠어요!,1
베이스 정보 알려주실 수 있을까용,1
엄청 혹하네요 분명 더 둥글했는데..,1
비대칭이 왜이렇게 심하세요..?? 이 기기 때문에 더 심해지신건가요? 그 전엔 이정도로 심하다고 느낀적이 없었는데,0
꺅 댓글일등이라닝,1
대박인데?,1
메이크업 영상 너어무 좋아요... 언니 오랜만에 빡세지만 조금 과감한 데일리로 할 수 있는 젤라표 메이크업 존버할게요??,1
뉴진스 해린이 언니가 있다면 이런 느낌일ㄲㅏ…?ㅠㅠㅠㅠ너무 예뻐요,1
언니 렌즈 뭔지 넘흐 궁금해요ㅠㅠㅠㅠ,1
디토 아니냐구요~ 디토 그 자체야~,1
렌즈 어디꺼 인가요 ㅠㅠ,1
"진짜 아옳이민영이  얼마나 사랑받고 또  지지받고 부모님아래에서 자라왔는지느껴져요 부모님 너무행복해보이세요 
좋은부모님이기에 좋은 자식들이 태어난거같아요 민영님과 현지가 아빠를얼마나사랑하는지 엄마를얼마나사랑하는지 느껴져서 행복해요",1
마무리 인사 멘트 하실 때 뒤에서 현수막 걷어가시는 아부지 모습이 왜케 웃기죠 저는 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 두분 축하드려유 오래오래 건강하셔요,1
사랑받고 자란게 너무 느껴지는 예쁜 자매님들 금전적으로도 여유가 따라오니 더 행복할거같네요 ㅎㅎㅎ,1
"아옳이님 가족은 다들 화목해서 좋아요 
어머님 미모와 아버지 입매를 똑 닮은 자매들",1
딸은 너무나도 훌륭한 부모님을 만났고 부모님은 너무나도 보석같은 딸을 만났으니 그 자체로 축복이네요,1
"저희 할머니 할아버지 환갑 때가 기억나는 영상이어서 이 야심함 새벽의 힘을 빌려 눈물이 맺히네요. 
꽃과 감사패, 현수막과 떡 케이크 비슷한 게 많았던 환갑이었던 거 같아요. 덕분에 좋은 기억으로 묻혀있던 추억을 꺼낼 수 있었어요. 감사합니다.",1
"진짜 너무 예쁘고 부러운 가족입니다!!! ㅋㅋ 아옳님 선하고 밝고 자존감 높고 측은지심도 있고~  완성형에 가까운 인간이라 생각했는데 너무 좋은 부모님 영향을 많이 받은것같네요//
저도 자식 이렇게 잘키우려면 더 열심히 노력 해야겠어요!",1
"ㅋㅋㅋㅋㅋㅋㅋㅋ현지씨 저옷입고
춤추는거 너무 웃겨 신경도 안쓰셔엄마 진짜 미모 여배우.....?? 아빠도 훈훈 너무 보기좋은 가족이네요",1
이 가족은 진짜 돈많은 거 빼고 가장 이상적인 가족이랑 똑같음 게다가 돈도많아 여유로워 진짜 다가졌어.... 게다가 이제 환갑이시라니!!!!!! 미래가 정말 넘 창창하네용..!!!??????? 아옳이ㅜ사랑햇!!!! 가족도 전부 행복하세유,1
"12:27 아ㅋㅋㅋㅋㅋ 아버님이랑 아옳님 표정이 너무 웃겨요ㅋㅋㅋㅋㅋㅋ 좋은 사람들에게 항상 좋은 일만 가득하길
환갑 축하드려요",1
화목하고 스윗한 가족 너무 보기 좋아요  역시 민영님 이런 분위기의 사랑넘치는 가족이랑 있을때 제일 행복해보여요!!:),1
아버님 너무 유쾌하시고 귀여우셔요 어머님은 고우시고 행복한 아옳이네 가족 환갑 축하드려요 행복하세요,1
보기만해도 기분 좋은 채널이 있는데 바로바로 아옳님 채널하고 트위티님 채널이에요! 영상으로도 다 안 담길만큼 화목한 집안과 사랑스러움이 주말 아침 기분을 좋게하네요 ㅠㅠ 행복한 하루 되세요,1
진짜 부모님 두분 다 권위적이지도 않고 밝으시고 유쾌하시고 뭔가 마음의 여유도 있으신 것 같고 현실적으로 돈도 많이 버시니 그게 더 플러스되는 것 같네요. 부모님에 따라 집안 분위기도 달라진다는 게 진짜 민영님네 가족을 보고 하는 말인듯~ 보기좋아요 ㅎ,1
이야~~ 부모님이 60세시라니 진짜 젊으시네요 자녀분들이 30대초반인데 좋으시겠어요~~ 환갑 축하드립니다~~,1
명품보다 더 눈에들어오는 아버님 아버님의 모습이에요......그게더 부러운게 진짜 엄마아빠 눈감?ㅏ ㅋㅋ?,1
진짜 부럽다.. 재력도 좋은 집에 화목하기까지  너무 보기 좋아요 ㅠ,1
진짜 너무 보기 좋은 가족 아버님은 넘 유쾌하시구 어머님 넘 예쁘세요,1
인스타에 댓글 달고 바로 왔어요!! 선댓글 후감상입니다 오랜만에 부모님 만나볼 수 있어서 좋았고~환갑 축하드립니다^^ 그리고 열심히 준비하신 아옳이님과 현지님도 고생 많으셨어용 ,1
차 리뷰중에 제일 웃겨요 ㅋㅋㅋㅋㅋ 아 너무 웃겨요. 저 차가 로망이신 분들이 굉장히 많으실텐데 ㅋㅋㅋㅋ 아.. 스피드 즐기시지 않는 오너분의 리뷰 정말 잘 봤습니다. 저도 차알못이라 너무 재밌었어요.,1
진짜 그럼에도 불구하고 너무 부러운 성공한 인생이야 최고다 아옳이처럼 성공한 영앤프리티 삶 살고싶다,1
제가본 차 리뷰중에 제일 현실반영 잘되고 리얼임 그리고 너무 웃겨요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ표현에 거침이 없으심,1
저 같은 차알못에게 딱인 리뷰에요ㅋㅋㅋㅋㅋ 차 이야기 하면 하나도 모르는데 언니 설명 다 알아 들어서 뿌듯,1
이것은 아옳이님만 할 수있는 리뷰스탈인 같아요 다음 리뷰도 기대되영,1
아 차 관심없어서 리뷰같은거 절대 안보는데 아옳이웅니 리뷰는 너무 웃겨서 꼭꼭 챙겨봄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
진짜 아옳이님 워너비 라이프... 살면서 페라리를 이렇게 세세하게 볼 일이 있을까요,1
"사랑많이받고 자라신티가 엄청남.. 
평생 긍정의 기운 잃지마시고 쭉 행복하세요",1
"ㅋㅋㅋㅋㅋㅋㅋ 겁나 솔직한 리뷰 
장점보다 단점이 훨씬 많은 ,, 
오늘도 잘 봐써용 ",1
차잘알이 아니라서 오히려 더 리얼하게 와닿네요 ㅋㅋ 잘 봤습니다 다른 차도 기회가 되면 부탁드려요,1
"하차감이 너무 좋은~~
빵 터졌네요^^
아옳이님 늘 행복하고 즐겁기를~~",1
페라리에 소떡소떡을 넣어놨다는 사실을 오늘 알았습니다 ㅋㅋㅋㅋㅋㅋㅋ 다운포스와 경량화까지!! 앞으로도 자동차 리뷰 자주 해주세요ㅋㅋㅋㅋ,1
리뷰가 페라리 단점밖에 없자나요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너무 웃겨요ㅠㅜㅜㅜㅠㅜㅜㅜ ㅋㅋㅋㅋㅋㅋㅋ,1
이... 이렇게 가방리뷰하듯 감동적으로 페라리를 리뷰하시다니. 10분동안 빠져서 눈물이..??남,1
간지나고 속도 빠른 거 빼곤 장점이 없다는 거 같은데용ㅋㅋㅋㅋㅋㅋㅋㅋㅋ언니는 S클이 젤 잘어울ㅇ려용,1
정말 차알못이 단지 예뻐서 페라리를 사다니 ㅠㅠ 부러워ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
여태 본 차 리뷰 중에 가장 신선한 접근이네요~ 너무 사랑스럽잖아요! ^^,1
언니덕분에(?) 비싼차 사고싶은마음이 없어졌어요! 솔직하고 좋은리뷰 감사합니다~~~,1
아니 차 리뷰 이렇게 재밌게 할 수 있는 사람 나와밬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
꺄 잦은 업로드 너무 좋아요!!!! 언니 덕분에 페라리 구경 잘했어용,1
"빨려 들어갈 것 같은 저세상 매력 리뷰… 
너무 좋아요 ㅋㅋㅋㅋㅋ  ??",1
완벽하고 솔찍한 리뷰,1
"언니 영상 항상 챙겨보고 있어요 !!
언니 영상만 보면 기분이 막 조아져요 ㅎㅎ
언니 팬이에요??",1
차 리뷰에서 단점이 제일 많은건 처음이라 너무 웃겨욬ㅋㅋㅋㅋㅋㅋㅋㅋ 심지어 마지막 bgm이랑 차 바닥 돌소리가 오버랩되서 진짜 찰떡ㅠㅋㅋㅋ,1
아옳이님 차 리뷰 너무 좋아용???,1
ㅈㄴ솔직해서 매력잇네ㅋㅋㅋㅋㅋㅋ페라리를 이렇게까는채널은 여기밖에없다진짜,1
ㅋㅋㅋㅋ너무 재밌게 봤어요ㅋㅋ 진짜 소떡소떡에서 육성으로 웃었어요ㅋㅋㅋ 진심 리얼한 리뷰라 너무 좋았어요ㅋㅋㅋ댓글의리지키려 남겨요 100명이 훌쩍 넘었는데요?!ㅋㅋ 항상 화이팅입니다?,1
왠짘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ단점이 많을것같다했는데 역쉬... ㅜㅜㅜ벤츠 리뷰할때랑 너무 다른 너낌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아옳이님의 매력 솔직함ㅋㅋㅋㅋ,1
페라리 끄는 아옳이 언니 너무 멋져? 진짜 최고야 우리언니 존경 ,1
처음 시작할때 승차감 최고가 아니라 하차감 최고 보고 엄청 웃었어요,1
아 진짜 계속 웃으면서 봤넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니 어쩜 이렇게 허세1도 없이 코믹10으로 훼라리 리뷰를 할 수 있나욬ㅋㅌㅌ,1
내 최애 유튜버 민영님~~ 너무 솔직하고 유머스럽고 사랑스러워 여자인 나도 쏙 반하게 만드네요. 언제나 행복하길 빌어요.! ,1
ㅋㅋㅋㅋ오히려 차알못인 저같은 사람은 이런 리뷰가 넘 신선하고 재밌어요?,1
아..관심있던 차인데.. 도움이 많이 됐어요 ㅎㅎ 저도 걍 다른 거 알아보려구요^^감사합니다~! 언니 이번에 비 피해는 없으셨죠? 갑자기 다른 차를 보여주셔서 걱정이 되네요 ㅠㅠ,1
다음차는 집처럼 편하고 화려한 차로 구매기부터 리뷰해주세요,1
"우당탕탕 아옳이의 리뷰 ㅎㅎ
차알못 이해 쏙쏙~~",1
다음에 아옳이 자동차 일대기 정리한번 해주세요 대서사시 넘 재밌을꺼같아요 ㅋㅋ,1
언니 리뷰 맞나요ㅋㅋㅋ 이 비싼차를 타면서 단점만 한가득 너무 재미있게 봤어요 ㅋㅋ 곧 다른 차로 바꾸실듯,1
정말 차알못인데 단지 예뻐서 페라리 지르는 삶.. 부럽다 언니..,1
"앞 보다 뒷 모습 너무 멋있다,,",1
리뷰 심플 그잡채~~너무 재밋게 잘 봣어용 ㅎㅎ 차알못에겐 알아듣기 쉬운 리뷰~~~^^!!!!!ㅋㅋㅋㅋ,1
언니 차 리뷰가 왤케 귀여워요!! ㅠㅠ ?,1
솔직한 리뷰 완전 매력터져요,1
스포츠카는 시트가 대부분 다 딱딱한가봐요 이 리뷰 보니 진짜 찐공감ㅋㅋ,1
주원님 인스타에서 많이 본 차네요ㅎㅎㅎ 차가 너무 예쁜데 단점 리뷰네요ㅋㅋㅋㅋㅋ귀여우심,1
"ㅋㅋㅋㅋㅋㅋㅋㅋㅋ5억짜리 찬데 왜 안사고 싶냐ㅋㅋㅋㅋㅋㅋ
딴건 다 모르겠고 아옳이님 저 밝은 하이텐션 너무 죠아^^귀여우셔ㅋㅋㅋ",1
하차감이 좋은 차ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그냥 별점 1점인 차네요,1
"ㅋㅋㅋㅋㅋㅋㅋ 리뷰하고 바로 다른차 사시는거에여??ㅋ ㅋㅋㅋㅋㅋㅋㅋ
진짜 매력 팡팡 터지는 아옳님 리뷰 ㅎㅎ 잼나게보고갑니다 ㅋㅋ",1
차알못 아옳이 누나  차잘알인 저도 정말 타보고싶어요 ㅠ 부러워요 삶이 아주그냥,1
페라리 환상 다 깨지는 영상 감사합니다,1
진짜 페라리 하나도 안멋있어보이는 리뷰는 처음이에요!!!!ㅋㅋㅋㅋㅋ,1
저도 차알못이라서 이런 리뷰 넘 좋아욬ㅋㅋㅋㅋㅋㅋㅋ,1
성공한 여자의 삶.... 부럽고 멋지다,1
아옳이식 리뷰 넘 조타규~~,1
와 진짜 개멋있다……….,1
"차알못 어록 너무 웃겨욬ㅋㅋㅋㅋㅋㅋㅋ
1. 소떡소떡
2. 개구리
3. 심플 그 잡채
4. 쇠야 쇠
5. 하차감이 좋아요 (?????ㅋㅋㅋㅋㅋㅋㅋㅋ)",1
차가 증말 언니랑 잘 어울리는데... 아쉬운점들이 초큼 있네요?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ보면서 계속 웃었어요,1
488 그 예전에 국밥 드시러 가셨을 때였나 그 때 잠깐 보고 리뷰 해주시면 좋겠다고 생각했는데 드디어..ㅠ 진짜 너무 부럽습니다,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ페라리리뷰 이렇게하는 사람 언니말고 또잇을까요ㅠㅠ독보적이야ㅠㅠ ??,1
엉닠ㅌㅌㅋㅋㅋ 진짜 너무 웃겨요 ㅠㅠㅠ 역시 아옳이 ,1
진짜 넘나 솔직 하시당~~~ㅋㅋㅋㅋㅋㅋ,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ현실적인 리뷰 넘 잼써요ㅋㅋㅋㅋㅋㅋㅋ,1
언니 영상 항상 잘 보고 있어용 여전히 예쁜 아옳옳오로,1
근데 ㅋㅋㅋㅋㅋㅋ 진짜 실용성잇고 편한게 젤 좋은거같아요 ㅠㅠ,1
진짜 솔직하시네 ㅋㅋㅋㅋㅋㅋ,1
민영언니한테는 이쁘기능 하지만 어울리지않는 5억짜리 자동차였다~ㅎㅎㅎ 보는 내내 언니 왠지 팔거같아 라고 생각했어여 ㅋㅋ,1
언니 언젠간 꼭 오너뷰에 모시고싶어요,1
페라리 리뷰 감사합니다~~,1
"페라리는 아니고 다른 스포츠카 타봤는데
타고 내리는거 불편해서 저는 suv쪽이 더 좋더라구용ㅋㅋㅋㅋㅋ 그래도 보기에 이뻐 보이는건 스포츠카ㅠ",1
너무 웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ솔직한 리뷰 좋아요ㅋㅋㅋㅋㅋㅋㅋ,1
언니 리뷰 너무 웃겨욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
"내가살다가 페라리 차 리뷰를볼줄이야..
영앤리치삶 부럽다..",1
차알못영상 잼있어여 ㅋㅋㅋ 완전뷰티식리뷰 요즘  더이뻐지는것같아여 공쥬?,1
아옳이님 멋져요!,1
리뷰맛집,1
"ㅋㅋㅋㅋ 그거 생각나요
차는 말이 머리를 얼마나 들고 있냐에 따라 가격이 상승한다는 말 ㅋㅋㅋㅋㅋ ㅜㅜ
언니 오늘도 넘 예뻐요 ㅎㅎ????
영상 잘 볼게용!!",1
히익 차 4대이신가요? 대애박!!! 완전 부러워,1
내가 고른 차니까 좀 좋게 포장할수도있는데 거침없이 까시는게 넘 현실적이고 웃긴ㅋㅋㅋㅋㅋㅋㅋ 언니맘에선 이미 떠나셨군요ㅋㅋㅋㅋ 페라리 빠이..,1
아닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이정도면 그냥 잘못산거아니냐구요 언닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아옳이만 가능한 잘못산 몇억짜리 차 리뷰다..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 지금 단점 오만개 얘기했어요,1
크으 역시 아옳이님...,1
"아옳이 누나!! 예전에 자존감 높아지는 방법에 대한 영상을 올리신적이 있었는데...
언제 시간 되면 '열등감을 극복하는 방법' 에 대한 영상물도 올려줘보는게 어때요??",1
대부분의 사람들이 차알못이어서 참고가 생각보다 된다는 사실 다음차는 국내차로다가 제네시스,1
이야 부러워요bb,1
ㅋㅋㅋㅋㅋㅋㅋㅋ페라리가 울 아옳이 언니빨 받았자나,1
"한줄평 : 야생마를 운전하는 느낌이다(?!) 
솔직리뷰 웃겨욬ㅋㅋㅋㅋ",1
ㅋㅋㅋㅋㅋㅋㅋㅋ아직도 기억나 ㅋㅋ 아바타 데이트할때 페라리 걸리니까 한숨쉬던 언니..ㅋㅋㅋㅋㅋ,1
제가 민영님 영상 볼때마다 항상 그런 생각하는데... 그 연봉이 100억 넘는다는 이지영 강사분이랑 말투가 완전 똑같아요 ㅠㅠㅋㅋㅋㅋ 성공한 여자의 말투인가....,1
"페라리가
하차감이 좋다니 ㅋ
실컷타고난뒤
느끼는 해방감이라니 웃겨죽는줄",1
썸네일 신상인가용??ㅎㅎ 회색도 만들어졌으면 좋겠어요!!,1
분홍색 너무 찰떡인거,1
"아 누가 차 소개하는데
소떡소떡같지않냐고 하고
개구리같다고 하냐고요ㅠㅠㅠㅠ
진짜 나만의아기개그우먼 아옳이 ",1
ㅋㅋㅋㅋㅋㅋㅋ 아옳이님에게 페라리는 안 맞는 걸로…. ㅋㅋㅋㅋㅋㅋ 들어보니 약간 허세로 타는 느낌이네요,1
아웃겨 ㅋ 사지 말라는 거쥬? 이 언니 넘 웃겨용♡,1
영상 너무 기다렸어효 언니ㅠㅠ,1
"안사고 싶게 만드는 리뷰에요 ㅋㅋㅋㅋ
돈이 없어 못사는게 아니라 단점이 많아 안사는 걸로 ㅎㅎ",1
이 언니 재산이 얼마일까... 진짜 멋있는 언냐..,1
......5억.....  부러움 그 자체,1
"마이
드림카 ㅜㅜ부럽습니다 리뷰 넘 재미나네요!",1
원래 차리뷰는 차알못이 하는게 진리임 ㅋㅋㅋ 몇기통? 엔진? 그런거 나는 몰라~,1
할미운전 빵터졌닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ   궁금한게 네비게이션은 그럼 어디에 달아요???,1
우왕 한 번 앉아나 보고싶다 ㅋㅋㅋ 평생 소원이다 흐헉헉 ,1
언니 라방에서 유튭댓에 하트 눌러주신다 그러더니 정말 다 누르고 계시네욬ㅋㅋㅋㅋ 귀여워,1
오호 차 귀여워요 !!,1
역시 개머싯는 언니,1
ㅎㅎㅎ리뷰인데 마지막엔 안녕할거라니ㅎㅎㅎㅎㅎ,1
